,Unnamed: 0,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Y,Sex_F,Sex_I,Sex_M
384,384,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10,False,False,True
385,385,0.455,0.37,0.105,0.4925,0.216,0.1245,0.135,9,True,False,False
386,386,0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,12,False,False,True
387,387,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,10,False,False,True
388,388,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,14,False,False,True
389,389,0.465,0.375,0.12,0.471,0.222,0.119,0.14,9,False,True,False
390,390,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10,False,True,False
391,391,0.475,0.375,0.125,0.593,0.277,0.115,0.18,10,False,False,True
392,392,0.47,0.375,0.125,0.5615,0.252,0.137,0.18,10,True,False,False
393,393,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,9,False,True,False
394,394,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,6,False,True,False
395,395,0.39,0.31,0.1,0.302,0.116,0.064,0.115,11,False,True,False
396,396,0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,10,True,False,False
397,397,0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,8,False,False,True
398,398,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12,False,False,True
399,399,0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11,False,False,True
400,400,0.485,0.365,0.12,0.5885,0.27,0.131,0.175,9,True,False,False
401,401,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,9,False,False,True
402,402,0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,7,True,False,False
403,403,0.515,0.415,0.14,0.6935,0.3115,0.152,0.2,10,True,False,False
404,404,0.44,0.345,0.12,0.365,0.1655,0.083,0.11,7,False,True,False
405,405,0.525,0.44,0.15,0.8425,0.3685,0.1985,0.24,12,True,False,False
406,406,0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8,False,False,True
407,407,0.59,0.485,0.12,0.911,0.39,0.182,0.29,16,False,False,True
408,408,0.555,0.45,0.145,0.915,0.4,0.246,0.285,11,False,False,True
409,409,0.57,0.44,0.095,0.827,0.3395,0.2215,0.235,8,False,False,True
410,410,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15,False,False,True
411,411,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,14,False,False,True
412,412,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11,True,False,False
413,413,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,12,False,False,True
414,414,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,14,True,False,False
415,415,0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15,True,False,False
418,418,0.63,0.5,0.155,1.005,0.367,0.199,0.36,16,True,False,False
419,419,0.545,0.41,0.14,0.625,0.223,0.16,0.235,13,False,False,True
420,420,0.67,0.54,0.165,1.5015,0.518,0.358,0.505,14,True,False,False
421,421,0.49,0.38,0.12,0.529,0.2165,0.139,0.155,11,False,True,False
422,422,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,13,True,False,False
423,423,0.29,0.225,0.07,0.101,0.036,0.0235,0.035,8,False,True,False
424,424,0.26,0.2,0.07,0.092,0.037,0.02,0.03,6,False,True,False
425,425,0.58,0.45,0.175,1.068,0.425,0.203,0.32,13,False,False,True
434,434,0.44,0.345,0.1,0.366,0.122,0.0905,0.12,13,False,True,False
435,435,0.5,0.41,0.15,0.662,0.2815,0.137,0.22,11,False,False,True
436,436,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,7,False,True,False
437,437,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,14,False,True,False
438,438,0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,9,False,False,True
439,439,0.5,0.415,0.165,0.6885,0.249,0.138,0.25,13,False,False,True
440,440,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085,10,False,True,False
441,441,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,8,False,True,False
443,443,0.395,0.295,0.1,0.2715,0.134,0.0325,0.085,10,False,True,False
444,444,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,10,True,False,False
445,445,0.56,0.455,0.19,0.714,0.283,0.129,0.275,9,True,False,False
446,446,0.565,0.435,0.185,0.9815,0.329,0.136,0.39,13,False,False,True
447,447,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,16,False,False,True
448,448,0.605,0.5,0.175,1.098,0.4765,0.232,0.375,12,False,False,True
450,450,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,16,False,False,True
451,451,0.675,0.535,0.16,1.41,0.592,0.3175,0.42,16,True,False,False
453,453,0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,11,True,False,False
454,454,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,14,True,False,False
455,455,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,11,False,False,True
456,456,0.64,0.54,0.175,1.221,0.51,0.259,0.39,15,True,False,False
457,457,0.36,0.28,0.105,0.199,0.0695,0.045,0.08,9,False,True,False
458,458,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,10,False,True,False
459,459,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,11,True,False,False
460,460,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,11,False,False,True
461,461,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,12,True,False,False
462,462,0.24,0.185,0.07,0.0715,0.026,0.018,0.025,6,False,True,False
463,463,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5,False,True,False
464,464,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,6,False,True,False
465,465,0.175,0.125,0.05,0.0235,0.008,0.0035,0.008,5,False,True,False
466,466,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,12,True,False,False
467,467,0.655,0.53,0.195,1.388,0.567,0.2735,0.41,13,False,False,True
470,470,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,9,True,False,False
471,471,0.515,0.405,0.12,0.646,0.2895,0.1405,0.177,10,True,False,False
472,472,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045,9,False,True,False
473,473,0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,11,True,False,False
474,474,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,10,True,False,False
476,476,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,9,True,False,False
479,479,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,16,False,False,True
482,482,0.57,0.465,0.125,0.849,0.3785,0.1765,0.24,15,False,False,True
484,484,0.63,0.48,0.145,1.0115,0.4235,0.237,0.305,12,False,False,True
485,485,0.585,0.465,0.14,0.908,0.381,0.1615,0.315,13,True,False,False
486,486,0.55,0.45,0.13,0.92,0.378,0.2385,0.29,11,False,False,True
487,487,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,15,True,False,False
488,488,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,11,False,False,True
489,489,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,14,True,False,False
490,490,0.59,0.455,0.145,1.073,0.475,0.19,0.285,14,False,False,True
491,491,0.58,0.46,0.13,0.921,0.357,0.181,0.29,13,False,False,True
492,492,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11,True,False,False
493,493,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15,False,False,True
495,495,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,15,True,False,False
496,496,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12,True,False,False
498,498,0.615,0.525,0.155,1.0385,0.427,0.2315,0.345,11,True,False,False
499,499,0.555,0.45,0.175,0.874,0.3275,0.202,0.305,10,False,False,True
500,500,0.58,0.44,0.18,0.854,0.3665,0.1635,0.245,12,True,False,False
502,502,0.62,0.47,0.225,1.115,0.378,0.2145,0.36,15,True,False,False
503,503,0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13,True,False,False
505,505,0.6,0.47,0.175,1.105,0.4865,0.247,0.315,15,False,False,True
506,506,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,12,False,False,True
507,507,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,15,False,False,True
508,508,0.56,0.435,0.18,0.889,0.36,0.204,0.25,11,False,False,True
509,509,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,16,False,True,False
510,510,0.68,0.53,0.185,1.1095,0.439,0.245,0.34,10,False,True,False
511,511,0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10,True,False,False
512,512,0.49,0.38,0.145,0.6725,0.249,0.181,0.21,10,True,False,False
513,513,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,6,False,False,True
514,514,0.275,0.195,0.07,0.08,0.031,0.0215,0.025,5,True,False,False
515,515,0.27,0.195,0.08,0.1,0.0385,0.0195,0.03,6,False,False,True
516,516,0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,9,False,False,True
517,517,0.28,0.2,0.08,0.0915,0.033,0.0215,0.03,5,False,False,True
519,519,0.345,0.25,0.09,0.203,0.078,0.059,0.055,6,True,False,False
521,521,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,5,True,False,False
522,522,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,9,False,True,False
523,523,0.2,0.14,0.055,0.035,0.0145,0.008,0.01,5,False,False,True
527,527,0.57,0.445,0.155,0.733,0.282,0.159,0.235,14,True,False,False
528,528,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,12,True,False,False
529,529,0.385,0.3,0.095,0.24,0.0885,0.059,0.085,9,False,False,True
531,531,0.46,0.355,0.13,0.458,0.192,0.1055,0.13,13,True,False,False
532,532,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,12,False,True,False
533,533,0.435,0.335,0.11,0.38,0.1695,0.086,0.11,9,True,False,False
534,534,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,10,False,True,False
535,535,0.465,0.38,0.13,0.454,0.1895,0.08,0.155,11,False,True,False
536,536,0.52,0.405,0.14,0.5775,0.2,0.145,0.179,11,False,True,False
537,537,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,7,False,False,True
538,538,0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,5,False,False,True
539,539,0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,10,True,False,False
540,540,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,15,True,False,False
541,541,0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,11,True,False,False
542,542,0.42,0.325,0.115,0.2885,0.1,0.057,0.1135,15,False,False,True
543,543,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,8,False,False,True
544,544,0.38,0.29,0.105,0.257,0.099,0.051,0.085,10,True,False,False
545,545,0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,11,False,False,True
546,546,0.255,0.195,0.065,0.08,0.0315,0.018,0.027,8,False,False,True
547,547,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155,7,False,False,True
548,548,0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,12,True,False,False
549,549,0.555,0.425,0.18,0.875,0.3695,0.2005,0.255,11,False,True,False
551,551,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,13,False,True,False
552,552,0.56,0.44,0.165,0.8,0.335,0.1735,0.25,12,False,True,False
553,553,0.48,0.37,0.12,0.514,0.2075,0.131,0.155,13,False,True,False
554,554,0.485,0.39,0.125,0.591,0.287,0.141,0.12,9,False,True,False
555,555,0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16,10,False,True,False
556,556,0.525,0.405,0.15,0.795,0.3075,0.205,0.255,14,False,True,False
557,557,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,12,True,False,False
558,558,0.66,0.53,0.17,1.326,0.519,0.2625,0.44,13,True,False,False
559,559,0.52,0.4,0.145,0.66,0.267,0.1055,0.22,13,False,True,False
560,560,0.44,0.34,0.105,0.364,0.148,0.0805,0.1175,8,True,False,False
561,561,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,13,False,True,False
562,562,0.475,0.35,0.115,0.452,0.1715,0.092,0.155,11,True,False,False
563,563,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,11,True,False,False
564,564,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,14,True,False,False
565,565,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06,10,False,False,True
566,566,0.485,0.355,0.13,0.581,0.245,0.132,0.168,12,False,True,False
567,567,0.435,0.33,0.125,0.406,0.1685,0.1055,0.096,12,False,True,False
568,568,0.28,0.21,0.08,0.1085,0.041,0.0265,0.0345,7,False,False,True
569,569,0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,11,True,False,False
570,570,0.45,0.35,0.14,0.474,0.21,0.109,0.1275,16,False,True,False
571,571,0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175,14,False,True,False
574,574,0.61,0.475,0.15,0.9665,0.4145,0.2,0.345,10,False,True,False
575,575,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,11,True,False,False
576,576,0.56,0.425,0.14,0.9175,0.4005,0.1975,0.26,10,False,True,False
577,577,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,10,True,False,False
578,578,0.58,0.445,0.15,0.8865,0.383,0.209,0.255,11,False,True,False
580,580,0.625,0.49,0.175,1.233,0.5565,0.247,0.365,11,True,False,False
581,581,0.55,0.425,0.15,0.806,0.376,0.171,0.245,14,False,True,False
583,583,0.46,0.355,0.14,0.4935,0.216,0.133,0.115,13,False,True,False
584,584,0.41,0.305,0.1,0.363,0.1735,0.065,0.11,11,True,False,False
585,585,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,11,False,True,False
586,586,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,10,False,True,False
587,587,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,13,True,False,False
588,588,0.45,0.335,0.14,0.4625,0.164,0.076,0.15,14,False,False,True
589,589,0.405,0.31,0.12,0.3095,0.138,0.058,0.095,13,True,False,False
590,590,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,13,False,True,False
591,591,0.37,0.29,0.115,0.25,0.111,0.057,0.075,9,True,False,False
594,594,0.535,0.42,0.15,0.6995,0.2575,0.153,0.24,12,False,False,True
595,595,0.575,0.455,0.18,0.8525,0.3015,0.1825,0.3,13,False,True,False
596,596,0.55,0.43,0.14,0.7135,0.2565,0.186,0.225,9,True,False,False
597,597,0.605,0.47,0.14,0.939,0.3385,0.201,0.32,13,False,True,False
598,598,0.605,0.495,0.145,1.054,0.369,0.2255,0.36,12,False,True,False
599,599,0.56,0.445,0.195,0.981,0.305,0.2245,0.335,16,True,False,False
601,601,0.385,0.315,0.11,0.286,0.1225,0.0635,0.0835,10,True,False,False
602,602,0.39,0.3,0.1,0.265,0.1075,0.06,0.0865,13,True,False,False
603,603,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166,11,False,True,False
604,604,0.515,0.39,0.14,0.5555,0.2,0.1135,0.2235,12,False,True,False
605,605,0.425,0.345,0.125,0.425,0.16,0.0795,0.154,13,False,True,False
606,606,0.345,0.27,0.09,0.195,0.078,0.0455,0.059,9,False,False,True
607,607,0.485,0.37,0.13,0.458,0.181,0.113,0.136,10,False,True,False
608,608,0.37,0.285,0.1,0.228,0.0675,0.0675,0.081,10,False,False,True
609,609,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,12,False,False,True
610,610,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515,12,True,False,False
612,612,0.325,0.24,0.075,0.155,0.0475,0.0355,0.06,9,False,False,True
614,614,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,15,False,True,False
615,615,0.415,0.345,0.135,0.3865,0.128,0.07,0.148,13,False,False,True
616,616,0.47,0.355,0.14,0.433,0.1525,0.095,0.152,12,True,False,False
617,617,0.32,0.24,0.085,0.17,0.0655,0.047,0.049,7,False,False,True
618,618,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,9,False,False,True
619,619,0.235,0.17,0.055,0.0515,0.018,0.0105,0.0195,7,False,False,True
620,620,0.345,0.255,0.08,0.169,0.06,0.0425,0.054,10,False,False,True
622,622,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,12,True,False,False
624,624,0.465,0.36,0.105,0.498,0.214,0.116,0.14,15,False,True,False
625,625,0.525,0.405,0.16,0.658,0.2655,0.1125,0.225,12,True,False,False
626,626,0.425,0.335,0.095,0.322,0.1205,0.061,0.125,10,True,False,False
627,627,0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,8,True,False,False
629,629,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,10,False,False,True
630,630,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,9,False,True,False
631,631,0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,7,True,False,False
632,632,0.46,0.365,0.125,0.467,0.1895,0.0945,0.158,10,False,False,True
633,633,0.47,0.36,0.13,0.5225,0.198,0.1065,0.165,9,False,True,False
634,634,0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,9,False,False,True
635,635,0.355,0.265,0.09,0.168,0.05,0.041,0.063,8,False,False,True
636,636,0.38,0.235,0.1,0.258,0.1055,0.054,0.08,7,False,False,True
637,637,0.355,0.26,0.085,0.1905,0.081,0.0485,0.055,6,False,False,True
638,638,0.44,0.345,0.12,0.487,0.1965,0.108,0.16,14,False,True,False
639,639,0.51,0.4,0.13,0.5735,0.219,0.1365,0.195,13,True,False,False
640,640,0.325,0.24,0.085,0.173,0.0795,0.038,0.05,7,False,False,True
641,641,0.62,0.485,0.18,1.1785,0.4675,0.2655,0.39,13,False,True,False
643,643,0.33,0.255,0.095,0.1875,0.0735,0.045,0.06,7,False,False,True
644,644,0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,9,False,False,True
645,645,0.445,0.33,0.12,0.347,0.12,0.084,0.105,11,False,True,False
646,646,0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,6,False,False,True
647,647,0.48,0.375,0.145,0.777,0.216,0.13,0.17,9,False,False,True
648,648,0.46,0.35,0.12,0.4885,0.193,0.105,0.155,11,False,True,False
649,649,0.475,0.36,0.125,0.447,0.1695,0.081,0.14,9,True,False,False
650,650,0.255,0.18,0.065,0.079,0.034,0.014,0.025,5,False,False,True
651,651,0.335,0.245,0.09,0.1665,0.0595,0.04,0.06,6,False,True,False
652,652,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,11,False,True,False
653,653,0.31,0.225,0.08,0.1345,0.054,0.024,0.05,7,False,False,True
654,654,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075,10,True,False,False
655,655,0.295,0.215,0.075,0.129,0.05,0.0295,0.04,7,False,False,True
657,657,0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,16,True,False,False
659,659,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,11,True,False,False
661,661,0.535,0.45,0.17,0.781,0.3055,0.1555,0.295,11,False,True,False
662,662,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,10,True,False,False
663,663,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,12,True,False,False
665,665,0.395,0.295,0.095,0.2245,0.078,0.054,0.08,10,True,False,False
666,666,0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,11,False,False,True
667,667,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,15,True,False,False
668,668,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,13,False,False,True
669,669,0.45,0.35,0.145,0.5425,0.1765,0.123,0.175,13,True,False,False
670,670,0.475,0.385,0.145,0.6175,0.235,0.108,0.215,14,False,False,True
676,676,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12,False,False,True
677,677,0.5,0.375,0.115,0.5945,0.185,0.148,0.19,11,True,False,False
679,679,0.37,0.275,0.1,0.2225,0.093,0.026,0.08,8,True,False,False
680,680,0.37,0.275,0.1,0.2295,0.0885,0.0465,0.07,7,False,True,False
681,681,0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,10,False,False,True
682,682,0.435,0.325,0.115,0.3915,0.154,0.094,0.12,7,True,False,False
683,683,0.535,0.405,0.185,0.8345,0.3175,0.1725,0.29,16,False,False,True
684,684,0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,10,False,False,True
685,685,0.565,0.44,0.185,0.909,0.344,0.2325,0.255,15,False,False,True
686,686,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,13,True,False,False
687,687,0.535,0.405,0.125,0.927,0.26,0.1425,0.345,16,True,False,False
688,688,0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,11,False,False,True
689,689,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,11,False,False,True
690,690,0.5,0.375,0.15,0.636,0.2535,0.145,0.19,10,False,False,True
691,691,0.255,0.19,0.075,0.0865,0.0345,0.0205,0.025,5,False,True,False
692,692,0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,11,True,False,False
693,693,0.38,0.29,0.12,0.283,0.1175,0.0655,0.085,9,False,False,True
695,695,0.315,0.23,0.09,0.1285,0.043,0.04,0.04,7,False,True,False
697,697,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03,5,False,False,True
698,698,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,13,True,False,False
699,699,0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,16,True,False,False
700,700,0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875,12,False,False,True
701,701,0.48,0.385,0.135,0.536,0.1895,0.142,0.173,14,True,False,False
702,702,0.445,0.33,0.105,0.4525,0.18,0.103,0.123,9,True,False,False
703,703,0.395,0.295,0.115,0.316,0.1205,0.0595,0.1105,12,False,False,True
704,704,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,9,False,False,True
705,705,0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,10,False,False,True
706,706,0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,11,False,False,True
707,707,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,10,True,False,False
708,708,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005,10,False,False,True
709,709,0.295,0.225,0.09,0.1105,0.0405,0.0245,0.032,7,False,True,False
710,710,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,7,False,True,False
711,711,0.375,0.3,0.1,0.2465,0.104,0.0475,0.083,11,False,False,True
712,712,0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,7,False,True,False
713,713,0.355,0.265,0.085,0.201,0.069,0.053,0.0695,8,False,False,True
714,714,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,9,False,False,True
715,715,0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03,7,False,True,False
716,716,0.29,0.205,0.07,0.0975,0.036,0.019,0.035,8,False,True,False
717,717,0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,6,False,True,False
721,721,0.555,0.455,0.16,1.0575,0.3925,0.228,0.293,13,False,False,True
722,722,0.555,0.44,0.15,1.092,0.416,0.212,0.4405,15,False,False,True
723,723,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,15,False,False,True
724,724,0.465,0.36,0.08,0.488,0.191,0.125,0.155,11,False,False,True
726,726,0.4,0.305,0.085,0.297,0.108,0.0705,0.1,10,False,False,True
727,727,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,12,True,False,False
728,728,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,13,False,False,True
729,729,0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,15,True,False,False
730,730,0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,11,False,False,True
731,731,0.545,0.42,0.13,0.879,0.374,0.1695,0.23,13,False,False,True
732,732,0.52,0.4,0.12,0.823,0.298,0.1805,0.265,15,False,False,True
733,733,0.505,0.38,0.13,0.656,0.227,0.1785,0.22,13,False,False,True
735,735,0.51,0.39,0.125,0.6565,0.262,0.1835,0.175,10,False,False,True
736,736,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,12,False,False,True
737,737,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,12,True,False,False
738,738,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,14,False,False,True
739,739,0.445,0.345,0.09,0.3795,0.143,0.074,0.125,10,False,False,True
740,740,0.53,0.44,0.205,0.835,0.32,0.2175,0.245,14,False,False,True
741,741,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,8,True,False,False
742,742,0.535,0.42,0.15,0.7365,0.2785,0.186,0.215,14,True,False,False
747,747,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,9,False,False,True
748,748,0.535,0.42,0.13,0.8055,0.301,0.181,0.28,14,False,False,True
749,749,0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,15,False,False,True
750,750,0.51,0.39,0.105,0.612,0.187,0.15,0.195,13,True,False,False
751,751,0.485,0.355,0.12,0.547,0.215,0.1615,0.14,10,False,False,True
752,752,0.605,0.46,0.17,1.122,0.347,0.3045,0.315,13,True,False,False
753,753,0.58,0.455,0.165,1.1365,0.369,0.3005,0.275,13,True,False,False
755,755,0.62,0.505,0.185,1.5275,0.69,0.368,0.35,13,False,False,True
757,757,0.605,0.495,0.19,1.437,0.469,0.2655,0.41,15,True,False,False
758,758,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,13,False,False,True
759,759,0.57,0.43,0.12,1.0615,0.348,0.167,0.31,15,False,False,True
760,760,0.585,0.405,0.15,1.2565,0.435,0.202,0.325,15,False,False,True
761,761,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,16,True,False,False
763,763,0.64,0.51,0.19,1.613,0.6215,0.361,0.47,14,False,False,True
764,764,0.61,0.47,0.145,1.153,0.403,0.296,0.32,14,True,False,False
765,765,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,11,False,False,True
766,766,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,13,True,False,False
767,767,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,9,False,False,True
768,768,0.55,0.43,0.155,0.785,0.289,0.227,0.233,11,True,False,False
770,770,0.53,0.455,0.165,0.9805,0.3155,0.2815,0.2965,11,True,False,False
771,771,0.485,0.375,0.14,0.521,0.2,0.123,0.17,8,False,True,False
772,772,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,8,False,False,True
773,773,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9,False,False,True
774,774,0.49,0.38,0.14,0.7605,0.245,0.167,0.185,10,False,False,True
775,775,0.53,0.41,0.165,0.732,0.189,0.17,0.31,11,False,False,True
776,776,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15,False,False,True
